file_path,folder,mono_probability,prediction,uncertain,label_studio_id,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y002_cell_0068_slide1_8.png,Monocyte_with_RBC,0.4306,NonMonocyte,TRUE,59055,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0064_slide2_5.png,Clustered_cell,0.4308,NonMonocyte,TRUE,64990,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0268_slide1_4.png,Unusable,0.431,NonMonocyte,TRUE,65881,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0039_slide1_1.png,Clustered_cell,0.4314,NonMonocyte,TRUE,66599,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y007_cell_0005_slide1_6.png,Clustered_cell,0.4316,NonMonocyte,TRUE,68139,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0143_slide1_2.png,Clustered_cell,0.4318,NonMonocyte,TRUE,59577,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0001_slide1_1.png,Monocyte_without_RBC,0.4319,NonMonocyte,TRUE,68039,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0085_slide1_4.png,Clustered_cell,0.4319,NonMonocyte,TRUE,57433,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0035_slide2_4.png,Monocyte_without_RBC,0.432,NonMonocyte,TRUE,60756,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0041_slide1_3.png,Clustered_cell,0.432,NonMonocyte,TRUE,494849,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0248_slide1_4.png,Unusable,0.4322,NonMonocyte,TRUE,60034,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0096_slide2_6.png,Clustered_cell,0.4324,NonMonocyte,TRUE,57537,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0071_slide2_3.png,Monocyte_without_RBC,0.4328,NonMonocyte,TRUE,57300,Rbc alone
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0102_slide1_5.png,Unusable,0.4328,NonMonocyte,TRUE,63374,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0055_slide1_3.png,Clustered_cell,0.4329,NonMonocyte,TRUE,62970,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0137_slide1_5.png,Monocyte_without_RBC,0.4331,NonMonocyte,TRUE,61689,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0031_slide2_4.png,Monocyte_without_RBC,0.4336,NonMonocyte,TRUE,64548,Clustered cell
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0003_slide2_8.png,Monocyte_without_RBC,0.4341,NonMonocyte,TRUE,68102,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0188_slide1_1.png,Monocyte_without_RBC,0.4342,NonMonocyte,TRUE,222044,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0002_slide1_6.png,Unusable,0.4345,NonMonocyte,TRUE,220306,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0013_slide2_4.png,Monocyte_without_RBC,0.4345,NonMonocyte,TRUE,58351,x
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0230_slide1_2.png,Lymphocyte,0.4346,NonMonocyte,TRUE,59961,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0057_slide1_2.png,Monocyte_without_RBC,0.4347,NonMonocyte,TRUE,64901,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0130_slide1_8.png,Monocyte_without_RBC,0.435,NonMonocyte,TRUE,469829,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0104_slide2_1.png,Monocyte_without_RBC,0.4358,NonMonocyte,TRUE,65383,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0106_slide2_1.png,Clustered_cell,0.4369,NonMonocyte,TRUE,65399,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0023_slide2_4.png,Monocyte_without_RBC,0.4369,NonMonocyte,TRUE,220694,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y003_cell_0013_slide3_7.png,Monocyte_with_RBC,0.437,NonMonocyte,TRUE,60438,Clustered cell
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0176_slide1_5.png,Clustered_cell,0.437,NonMonocyte,TRUE,479883,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0014_slide2_6.png,Unusable,0.4373,NonMonocyte,TRUE,60452,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0028_slide2_5.png,Unusable,0.4376,NonMonocyte,TRUE,56738,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0002_slide1_3.png,Monocyte_without_RBC,0.4376,NonMonocyte,TRUE,65987,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0187_slide1_5.png,Clustered_cell,0.4379,NonMonocyte,TRUE,479929,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0015_slide1_5.png,Clustered_cell,0.4379,NonMonocyte,TRUE,58379,x
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0254_slide1_5.png,Lymphocyte,0.4381,NonMonocyte,TRUE,62055,unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0010_slide1_1.png,Monocyte_without_RBC,0.4382,NonMonocyte,TRUE,66153,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0010_slide2_8.png,Monocyte_without_RBC,0.439,NonMonocyte,TRUE,220486,Rbc alone
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0013_slide2_4.png,Lymphocyte,0.439,NonMonocyte,TRUE,56455,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0086_slide1_5.png,Monocyte_without_RBC,0.439,NonMonocyte,TRUE,65210,Clustered cell
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0022_slide2_7.png,Monocyte_without_RBC,0.4391,NonMonocyte,TRUE,220681,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0063_slide2_5.png,Clustered_cell,0.4394,NonMonocyte,TRUE,61098,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0111_slide1_2.png,Clustered_cell,0.4397,NonMonocyte,TRUE,59385,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0046_slide2_7.png,Monocyte_without_RBC,0.4398,NonMonocyte,TRUE,221033,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0028_slide2_4.png,Monocyte_without_RBC,0.4401,NonMonocyte,TRUE,62610,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0169_slide1_5.png,Clustered_cell,0.4402,NonMonocyte,TRUE,57842,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0002_slide2_4.png,Monocyte_without_RBC,0.4403,NonMonocyte,TRUE,62151,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0191_slide1_4.png,Clustered_cell,0.4404,NonMonocyte,TRUE,57907,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x017_y006_cell_0213_slide1_4.png,Unusable,0.4405,NonMonocyte,TRUE,479981,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0130_slide2_6.png,Clustered_cell,0.4405,NonMonocyte,TRUE,67485,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0002_slide1_1.png,Unusable,0.4406,NonMonocyte,TRUE,62140,
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y005_cell_0297_slide1_4.png,RBC alone,0.4407,NonMonocyte,TRUE,65910,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0021_slide2_8.png,Lymphocyte,0.4409,NonMonocyte,TRUE,56615,Rbc alone
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0004_slide3_2.png,Unusable,0.441,NonMonocyte,TRUE,64074,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0012_slide2_3.png,Monocyte_without_RBC,0.4411,NonMonocyte,TRUE,60414,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0033_slide1_4.png,Monocyte_without_RBC,0.4413,NonMonocyte,TRUE,220838,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0043_slide2_2.png,Unusable,0.4416,NonMonocyte,TRUE,58769,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0101_slide1_5.png,Monocyte_without_RBC,0.4416,NonMonocyte,TRUE,65356,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0056_slide1_8.png,Unusable,0.4417,NonMonocyte,TRUE,64894,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0050_slide1_7.png,Monocyte_without_RBC,0.4417,NonMonocyte,TRUE,64818,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0049_slide2_4.png,Unusable,0.4418,NonMonocyte,TRUE,221072,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0150_slide2_6.png,Unusable,0.4418,NonMonocyte,TRUE,67614,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0228_slide1_6.png,Monocyte_without_RBC,0.4419,NonMonocyte,TRUE,59956,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0023_slide2_5.png,Monocyte_without_RBC,0.4422,NonMonocyte,TRUE,220695,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0052_slide2_2.png,Monocyte_without_RBC,0.4424,NonMonocyte,TRUE,64847,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0087_slide2_4.png,Clustered_cell,0.4425,NonMonocyte,TRUE,57460,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0039_slide1_2.png,Monocyte_without_RBC,0.4426,NonMonocyte,TRUE,60802,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0175_slide1_4.png,Clustered_cell,0.443,NonMonocyte,TRUE,67731,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0082_slide1_5.png,Clustered_cell,0.443,NonMonocyte,TRUE,67075,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0005_slide2_6.png,Unusable,0.4434,NonMonocyte,TRUE,58193,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0225_slide1_6.png,Clustered_cell,0.4435,NonMonocyte,TRUE,59944,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0342_slide1_5.png,Unusable,0.4435,NonMonocyte,TRUE,58082,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0008_slide2_4.png,Monocyte_without_RBC,0.4435,NonMonocyte,TRUE,68211,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0004_slide1_4.png,Clustered_cell,0.4446,NonMonocyte,TRUE,220351,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0082_slide1_4.png,Clustered_cell,0.4448,NonMonocyte,TRUE,63246,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0041_slide2_4.png,Monocyte_without_RBC,0.445,NonMonocyte,TRUE,62792,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0035_slide2_4.png,Monocyte_without_RBC,0.4453,NonMonocyte,TRUE,62708,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0036_slide2_4.png,Monocyte_without_RBC,0.4455,NonMonocyte,TRUE,58680,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0042_slide1_3.png,Clustered_cell,0.4455,NonMonocyte,TRUE,494851,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0270_slide1_5.png,Clustered_cell,0.4461,NonMonocyte,TRUE,58010,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0058_slide1_8.png,Clustered_cell,0.4466,NonMonocyte,TRUE,57147,unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0031_slide1_4.png,Monocyte_without_RBC,0.4469,NonMonocyte,TRUE,64540,x
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y006_cell_0219_slide1_6.png,RBC alone,0.447,NonMonocyte,TRUE,67895,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0205_slide1_5.png,Clustered_cell,0.4474,NonMonocyte,TRUE,57942,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0288_slide1_5.png,Clustered_cell,0.4475,NonMonocyte,TRUE,58028,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0042_slide1_6.png,Clustered_cell,0.4478,NonMonocyte,TRUE,56937,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0029_slide2_3.png,Monocyte_without_RBC,0.4479,NonMonocyte,TRUE,64515,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0010_slide2_4.png,Monocyte_without_RBC,0.4479,NonMonocyte,TRUE,58294,Clustered cell
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0096_slide1_4.png,Clustered_cell,0.448,NonMonocyte,TRUE,57530,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y013_cell_0022_slide1_1.png,Monocyte_without_RBC,0.4481,NonMonocyte,TRUE,494992,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0031_slide1_7.png,Monocyte_without_RBC,0.4483,NonMonocyte,TRUE,60695,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0062_slide1_4.png,Clustered_cell,0.4486,NonMonocyte,TRUE,66890,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0273_slide1_1.png,Unusable,0.4495,NonMonocyte,TRUE,220140,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0291_slide1_5.png,Clustered_cell,0.4499,NonMonocyte,TRUE,58031,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0293_slide1_5.png,Clustered_cell,0.4501,NonMonocyte,TRUE,58033,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0104_slide1_6.png,Clustered_cell,0.4503,NonMonocyte,TRUE,221615,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0014_slide1_2.png,Unusable,0.4503,NonMonocyte,TRUE,64265,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0147_slide1_4.png,Clustered_cell,0.4508,NonMonocyte,TRUE,65632,
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y001_cell_0025_slide3_3.png,RBC alone,0.4509,NonMonocyte,TRUE,56689,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0047_slide1_6.png,Lymphocyte,0.4509,NonMonocyte,TRUE,57002,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0212_slide1_6.png,Clustered_cell,0.4509,NonMonocyte,TRUE,63830,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0043_slide2_7.png,Monocyte_without_RBC,0.4509,NonMonocyte,TRUE,64727,Clustered cell
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0323_slide1_5.png,Clustered_cell,0.4511,NonMonocyte,TRUE,58063,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0258_slide1_5.png,Lymphocyte,0.4511,NonMonocyte,TRUE,62063,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0014_slide1_1.png,Unusable,0.4513,NonMonocyte,TRUE,60439,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0017_slide2_2.png,Monocyte_without_RBC,0.4514,NonMonocyte,TRUE,58415,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0034_slide2_4.png,Monocyte_without_RBC,0.4514,NonMonocyte,TRUE,220861,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0049_slide2_7.png,Monocyte_without_RBC,0.4515,NonMonocyte,TRUE,221075,Rbc alone
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0105_slide1_4.png,Unusable,0.4516,NonMonocyte,TRUE,67281,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0065_slide1_3.png,Unusable,0.452,NonMonocyte,TRUE,63085,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0040_slide2_5.png,Monocyte_without_RBC,0.4521,NonMonocyte,TRUE,220947,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0021_slide2_7.png,Monocyte_without_RBC,0.4524,NonMonocyte,TRUE,220665,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0046_slide2_4.png,Monocyte_without_RBC,0.4526,NonMonocyte,TRUE,60910,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0057_slide2_6.png,Monocyte_without_RBC,0.4526,NonMonocyte,TRUE,221182,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0058_slide1_8.png,Lymphocyte,0.4527,NonMonocyte,TRUE,58945,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0012_slide2_2.png,Monocyte_without_RBC,0.453,NonMonocyte,TRUE,56430,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0056_slide2_2.png,Monocyte_without_RBC,0.4532,NonMonocyte,TRUE,57123,Clustered cell
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0092_slide1_2.png,Unusable,0.4533,NonMonocyte,TRUE,61353,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0001_slide1_4.png,Unusable,0.4534,NonMonocyte,TRUE,220280,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y009_cell_0016_slide2_1.png,Clustered_cell,0.4539,NonMonocyte,TRUE,483986,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0109_slide1_4.png,Monocyte_without_RBC,0.4539,NonMonocyte,TRUE,221648,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0142_slide2_2.png,Monocyte_without_RBC,0.454,NonMonocyte,TRUE,61724,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0174_slide1_6.png,Clustered_cell,0.454,NonMonocyte,TRUE,61846,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0121_slide1_6.png,Clustered_cell,0.4543,NonMonocyte,TRUE,67414,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0029_slide1_2.png,Clustered_cell,0.4543,NonMonocyte,TRUE,58579,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0010_slide1_3.png,Clustered_cell,0.4543,NonMonocyte,TRUE,60369,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0058_slide1_1.png,Clustered_cell,0.4546,NonMonocyte,TRUE,66846,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0036_slide2_4.png,Monocyte_without_RBC,0.4546,NonMonocyte,TRUE,60770,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0170_slide1_6.png,Monocyte_with_RBC,0.4547,NonMonocyte,TRUE,57846,Clustered cell
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0004_slide2_8.png,Lymphocyte,0.4548,NonMonocyte,TRUE,60260,Rbc alone
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0112_slide1_4.png,Unusable,0.4549,NonMonocyte,TRUE,57634,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0016_slide3_7.png,Unusable,0.4549,NonMonocyte,TRUE,56524,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0084_slide2_6.png,Clustered_cell,0.455,NonMonocyte,TRUE,67097,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0093_slide2_2.png,Monocyte_without_RBC,0.4552,NonMonocyte,TRUE,59274,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0004_slide2_4.png,Monocyte_without_RBC,0.4552,NonMonocyte,TRUE,64068,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0339_slide1_4.png,Monocyte_without_RBC,0.4552,NonMonocyte,TRUE,65952,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0010_slide1_6.png,Clustered_cell,0.4559,NonMonocyte,TRUE,66158,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0360_slide1_2.png,Monocyte_without_RBC,0.4561,NonMonocyte,TRUE,220256,Clustered cell
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0110_slide1_2.png,Unusable,0.4561,NonMonocyte,TRUE,67322,x
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0233_slide1_6.png,Monocyte_without_RBC,0.4564,NonMonocyte,TRUE,59976,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0142_slide1_6.png,Clustered_cell,0.4566,NonMonocyte,TRUE,67564,x
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0246_slide1_4.png,RBC alone,0.4566,NonMonocyte,TRUE,60026,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0024_slide1_6.png,Clustered_cell,0.4566,NonMonocyte,TRUE,56660,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0132_slide1_3.png,Clustered_cell,0.4567,NonMonocyte,TRUE,221788,x
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0118_slide1_1.png,Unusable,0.4574,NonMonocyte,TRUE,221702,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0083_slide1_5.png,Clustered_cell,0.4577,NonMonocyte,TRUE,221444,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0042_slide2_4.png,Monocyte_without_RBC,0.458,NonMonocyte,TRUE,60854,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0055_slide2_6.png,Monocyte_without_RBC,0.4582,NonMonocyte,TRUE,221156,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0001_slide2_1.png,Monocyte_without_RBC,0.4584,NonMonocyte,TRUE,63993,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0159_slide1_5.png,Clustered_cell,0.4585,NonMonocyte,TRUE,479798,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0027_slide1_1.png,Clustered_cell,0.4585,NonMonocyte,TRUE,56709,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0073_slide1_3.png,Clustered_cell,0.4586,NonMonocyte,TRUE,66992,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0013_slide1_5.png,Unusable,0.4587,NonMonocyte,TRUE,62380,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0011_slide3_7.png,Unusable,0.4587,NonMonocyte,TRUE,58320,
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y003_cell_0148_slide2_2.png,RBC alone,0.4591,NonMonocyte,TRUE,61754,
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0188_slide1_6.png,Unusable,0.4592,NonMonocyte,TRUE,222047,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0068_slide2_6.png,Monocyte_without_RBC,0.4594,NonMonocyte,TRUE,61149,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0090_slide1_1.png,Clustered_cell,0.4595,NonMonocyte,TRUE,67143,
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0156_slide1_3.png,Unusable,0.4597,NonMonocyte,TRUE,219697,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0091_slide2_4.png,Monocyte_without_RBC,0.4597,NonMonocyte,TRUE,57496,Unusable
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0061_slide2_3.png,RBC alone,0.4599,NonMonocyte,TRUE,58981,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0025_slide1_4.png,Monocyte_with_RBC,0.4601,NonMonocyte,TRUE,56676,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0321_slide1_5.png,Clustered_cell,0.4604,NonMonocyte,TRUE,58061,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0161_slide1_5.png,Clustered_cell,0.4604,NonMonocyte,TRUE,479808,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0001_slide2_8.png,Monocyte_without_RBC,0.4608,NonMonocyte,TRUE,220292,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0219_slide1_5.png,Clustered_cell,0.461,NonMonocyte,TRUE,57959,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0116_slide1_6.png,Unusable,0.4612,NonMonocyte,TRUE,61543,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0047_slide1_5.png,Clustered_cell,0.4612,NonMonocyte,TRUE,57001,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0047_slide2_2.png,Monocyte_without_RBC,0.4613,NonMonocyte,TRUE,62874,
