file_path,folder,prob_unclustered,prob_clustered,prob_nonmono,max_probability,prediction,uncertain,label_studio_id
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0015_slide2_6.png,Clustered_cell,0.507,0.4294,0.0636,0.507,Unclustered,True,58388
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0150_slide1_6.png,Clustered_cell,0.4777,0.5073,0.015,0.5073,Clustered,True,61763
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0117_slide2_3.png,Monocyte_without_RBC,0.5075,0.0291,0.4634,0.5075,Unclustered,True,57663
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0207_slide1_4.png,Monocyte_without_RBC,0.5077,0.0212,0.4711,0.5077,Unclustered,True,219902
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0210_slide1_2.png,Clustered_cell,0.2442,0.5079,0.248,0.5079,Clustered,True,59881
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0123_slide2_1.png,Monocyte_without_RBC,0.508,0.4674,0.0246,0.508,Unclustered,True,57691
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0217_slide1_4.png,Clustered_cell,0.2814,0.5081,0.2105,0.5081,Clustered,True,63839
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0041_slide2_4.png,Monocyte_without_RBC,0.5082,0.022,0.4698,0.5082,Unclustered,True,58745
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y012_cell_0014_slide1_4.png,Unusable,0.0078,0.484,0.5082,0.5082,NonMonocyte,True,494767
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0160_slide1_1.png,Unusable,0.101,0.3908,0.5082,0.5082,NonMonocyte,True,221929
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0122_slide2_2.png,Clustered_cell,0.5082,0.0996,0.3921,0.5082,Unclustered,True,61587
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0013_slide1_2.png,Lymphocyte,0.5083,0.083,0.4087,0.5083,Unclustered,True,60423
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0012_slide2_3.png,Monocyte_without_RBC,0.4292,0.0621,0.5087,0.5087,NonMonocyte,True,68282
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0164_slide1_1.png,Monocyte_without_RBC,0.5088,0.2885,0.2026,0.5088,Unclustered,True,469978
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0073_slide2_4.png,Clustered_cell,0.2591,0.5089,0.232,0.5089,Clustered,True,57321
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y010_cell_0004_slide1_1.png,Monocyte_with_RBC,0.5089,0.4889,0.0021,0.5089,Unclustered,True,494308
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0028_slide1_8.png,Clustered_cell,0.5092,0.4807,0.0101,0.5092,Unclustered,True,62606
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0021_slide2_6.png,Clustered_cell,0.5093,0.4697,0.021,0.5093,Unclustered,True,220664
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0152_slide1_4.png,Unusable,0.5093,0.033,0.4578,0.5093,Unclustered,True,59632
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0154_slide1_6.png,Clustered_cell,0.4863,0.5093,0.0044,0.5093,Clustered,True,63634
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0002_slide1_3.png,Monocyte_without_RBC,0.4891,0.0015,0.5094,0.5094,NonMonocyte,True,65987
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0082_slide2_2.png,Monocyte_without_RBC,0.5094,0.4577,0.0329,0.5094,Unclustered,True,57409
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0197_slide1_4.png,Monocyte_without_RBC,0.4871,0.0034,0.5095,0.5095,NonMonocyte,True,219862
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0128_slide1_5.png,Monocyte_without_RBC,0.5096,0.0053,0.4851,0.5096,Unclustered,True,221766
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0022_slide1_2.png,Unusable,0.4864,0.004,0.5096,0.5096,NonMonocyte,True,62516
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0011_slide2_6.png,Monocyte_without_RBC,0.4787,0.0115,0.5098,0.5098,NonMonocyte,True,58315
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0021_slide1_4.png,Monocyte_without_RBC,0.5098,0.0018,0.4884,0.5098,Unclustered,True,220654
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0201_slide1_3.png,Clustered_cell,0.4538,0.5098,0.0364,0.5098,Clustered,True,222090
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0300_slide1_2.png,Monocyte_without_RBC,0.5098,0.2119,0.2782,0.5098,Unclustered,True,220196
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0072_slide2_4.png,Clustered_cell,0.51,0.1865,0.3035,0.51,Unclustered,True,63167
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0131_slide2_2.png,Monocyte_without_RBC,0.51,0.4375,0.0525,0.51,Unclustered,True,65566
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0206_slide1_5.png,Monocyte_without_RBC,0.51,0.3969,0.0931,0.51,Unclustered,True,61941
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0013_slide2_1.png,Clustered_cell,0.4274,0.0625,0.5101,0.5101,NonMonocyte,True,56452
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0033_slide2_5.png,Unusable,0.5102,0.0397,0.4501,0.5102,Unclustered,True,60729
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0067_slide2_3.png,Unusable,0.5102,0.0207,0.4691,0.5102,Unclustered,True,59047
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y007_cell_0013_slide2_7.png,Clustered_cell,0.4296,0.5106,0.0598,0.5106,Clustered,True,68303
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0336_slide1_2.png,Clustered_cell,0.02,0.5106,0.4694,0.5106,Clustered,True,60157
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0230_slide1_6.png,Clustered_cell,0.0024,0.5107,0.487,0.5107,Clustered,True,219995
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0093_slide1_5.png,Clustered_cell,0.0009,0.5108,0.4883,0.5108,Clustered,True,65280
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0012_slide2_7.png,Monocyte_without_RBC,0.5108,0.0025,0.4867,0.5108,Unclustered,True,60418
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0038_slide1_8.png,Clustered_cell,0.4531,0.511,0.0359,0.511,Clustered,True,64650
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0084_slide1_6.png,Clustered_cell,0.4267,0.5111,0.0622,0.5111,Clustered,True,67094
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0085_slide2_2.png,Clustered_cell,0.5111,0.1879,0.301,0.5111,Unclustered,True,57439
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0057_slide2_2.png,Monocyte_without_RBC,0.4528,0.5112,0.0361,0.5112,Clustered,True,57136
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0027_slide1_6.png,Monocyte_without_RBC,0.4835,0.0052,0.5113,0.5113,NonMonocyte,True,62591
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0239_slide1_2.png,Monocyte_without_RBC,0.5117,0.0115,0.4769,0.5117,Unclustered,True,220029
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0211_slide1_6.png,Unusable,0.0055,0.4825,0.512,0.512,NonMonocyte,True,63828
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0041_slide2_3.png,Clustered_cell,0.3763,0.1113,0.5123,0.5123,NonMonocyte,True,60839
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0006_slide2_8.png,Lymphocyte,0.2539,0.2337,0.5124,0.5124,NonMonocyte,True,56292
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0079_slide1_1.png,Clustered_cell,0.0003,0.4871,0.5125,0.5125,NonMonocyte,True,67044
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0065_slide2_2.png,Clustered_cell,0.5125,0.4598,0.0277,0.5125,Unclustered,True,61117
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0042_slide1_6.png,Clustered_cell,0.0047,0.4829,0.5125,0.5125,NonMonocyte,True,56937
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0143_slide2_2.png,Clustered_cell,0.0005,0.5126,0.4869,0.5126,Clustered,True,65619
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0078_slide1_1.png,Clustered_cell,0.0389,0.5127,0.4485,0.5127,Clustered,True,221390
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0175_slide1_4.png,Clustered_cell,0.0001,0.4871,0.5128,0.5128,NonMonocyte,True,67731
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0036_slide2_6.png,Clustered_cell,0.0002,0.513,0.4869,0.513,Clustered,True,58682
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0012_slide3_1.png,Unusable,0.4588,0.0281,0.5131,0.5131,NonMonocyte,True,56437
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0159_slide1_4.png,Clustered_cell,0.4057,0.5131,0.0812,0.5131,Clustered,True,479797
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0042_slide1_3.png,Clustered_cell,0.0015,0.5131,0.4854,0.5131,Clustered,True,494851
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0002_slide3_1.png,Monocyte_without_RBC,0.4696,0.0172,0.5132,0.5132,NonMonocyte,True,64025
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0153_slide1_5.png,Clustered_cell,0.5132,0.3365,0.1503,0.5132,Unclustered,True,221897
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0085_slide1_5.png,Clustered_cell,0.0005,0.5133,0.4863,0.5133,Clustered,True,59215
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0023_slide2_5.png,Monocyte_with_RBC,0.5136,0.255,0.2314,0.5136,Unclustered,True,56649
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0043_slide1_3.png,Monocyte_without_RBC,0.5136,0.0018,0.4846,0.5136,Unclustered,True,58762
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0054_slide2_2.png,Clustered_cell,0.5137,0.4575,0.0288,0.5137,Unclustered,True,64872
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0027_slide1_6.png,Monocyte_without_RBC,0.4712,0.0149,0.5138,0.5138,NonMonocyte,True,66430
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0126_slide1_1.png,Clustered_cell,0.0174,0.5138,0.4688,0.5138,Clustered,True,221750
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0009_slide2_2.png,Lymphocyte,0.5138,0.0216,0.4647,0.5138,Unclustered,True,56358
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0147_slide1_2.png,Clustered_cell,0.514,0.2817,0.2044,0.514,Unclustered,True,221865
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0068_slide2_6.png,Monocyte_without_RBC,0.5141,0.0491,0.4368,0.5141,Unclustered,True,59060
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y006_cell_0016_slide2_4.png,Lymphocyte,0.5141,0.4105,0.0754,0.5141,Unclustered,True,66267
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0040_slide1_8.png,Monocyte_without_RBC,0.5142,0.4309,0.0548,0.5142,Unclustered,True,64679
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0162_slide2_2.png,Unusable,0.0005,0.4853,0.5142,0.5142,NonMonocyte,True,63667
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y009_cell_0016_slide1_4.png,Monocyte_without_RBC,0.5143,0.0394,0.4463,0.5143,Unclustered,True,483981
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0083_slide1_5.png,Clustered_cell,0.0109,0.4747,0.5144,0.5144,NonMonocyte,True,67084
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0069_slide2_6.png,Clustered_cell,0.5145,0.4773,0.0082,0.5145,Unclustered,True,63138
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0055_slide2_5.png,Clustered_cell,0.0168,0.4687,0.5145,0.5145,NonMonocyte,True,58916
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0068_slide2_1.png,Monocyte_without_RBC,0.4731,0.0123,0.5147,0.5147,NonMonocyte,True,57268
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0082_slide1_5.png,Clustered_cell,0.4173,0.5147,0.0681,0.5147,Clustered,True,61273
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0109_slide1_4.png,Monocyte_without_RBC,0.5148,0.0036,0.4817,0.5148,Unclustered,True,57619
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0124_slide2_4.png,Monocyte_without_RBC,0.5148,0.0031,0.4821,0.5148,Unclustered,True,469794
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0187_slide1_5.png,Clustered_cell,0.0983,0.3869,0.5148,0.5148,NonMonocyte,True,479929
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0259_slide1_4.png,Monocyte_without_RBC,0.5148,0.443,0.0422,0.5148,Unclustered,True,65872
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0163_slide1_4.png,Monocyte_without_RBC,0.5148,0.0037,0.4815,0.5148,Unclustered,True,59687
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y006_cell_0026_slide1_8.png,Monocyte_with_RBC,0.4667,0.0183,0.5149,0.5149,NonMonocyte,True,66417
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y002_cell_0246_slide1_4.png,RBC alone,0.4628,0.0223,0.5149,0.5149,NonMonocyte,True,60026
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0055_slide1_6.png,Clustered_cell,0.2142,0.515,0.2708,0.515,Clustered,True,61009
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0004_slide2_8.png,Monocyte_without_RBC,0.5152,0.0195,0.4653,0.5152,Unclustered,True,68126
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0032_slide2_5.png,Clustered_cell,0.5153,0.4694,0.0153,0.5153,Unclustered,True,60715
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0114_slide1_2.png,Clustered_cell,0.5153,0.1856,0.2991,0.5153,Unclustered,True,67354
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0004_slide1_3.png,Clustered_cell,0.4663,0.5154,0.0183,0.5154,Clustered,True,62190
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0050_slide2_3.png,Monocyte_without_RBC,0.4588,0.0257,0.5155,0.5155,NonMonocyte,True,58854
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0213_slide1_6.png,Clustered_cell,0.3838,0.1007,0.5155,0.5155,NonMonocyte,True,63832
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0032_slide2_4.png,Monocyte_without_RBC,0.5157,0.175,0.3093,0.5157,Unclustered,True,220831
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0136_slide1_5.png,Clustered_cell,0.0023,0.5157,0.482,0.5157,Clustered,True,57741
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0177_slide1_5.png,Unusable,0.1644,0.3199,0.5157,0.5157,NonMonocyte,True,63725
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y013_cell_0003_slide1_4.png,Clustered_cell,0.0467,0.4375,0.5158,0.5158,NonMonocyte,True,494918
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0168_slide1_5.png,Clustered_cell,0.0011,0.5158,0.483,0.5158,Clustered,True,479843
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0213_slide1_6.png,Lymphocyte,0.4771,0.0071,0.5158,0.5158,NonMonocyte,True,61963
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0211_slide1_6.png,Monocyte_without_RBC,0.4535,0.0306,0.5159,0.5159,NonMonocyte,True,59888
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0156_slide1_4.png,Clustered_cell,0.2437,0.2403,0.516,0.516,NonMonocyte,True,59652
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0068_slide1_6.png,Monocyte_without_RBC,0.516,0.4302,0.0538,0.516,Unclustered,True,61144
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0001_slide1_8.png,Monocyte_without_RBC,0.4781,0.0057,0.5162,0.5162,NonMonocyte,True,65968
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0073_slide1_5.png,Clustered_cell,0.2974,0.5163,0.1863,0.5163,Clustered,True,59108
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0286_slide1_2.png,Clustered_cell,0.5163,0.4602,0.0235,0.5163,Unclustered,True,60107
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0005_slide2_7.png,Lymphocyte,0.4681,0.0156,0.5164,0.5164,NonMonocyte,True,60282
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0233_slide1_6.png,Clustered_cell,0.4204,0.0632,0.5164,0.5164,NonMonocyte,True,67928
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0022_slide1_5.png,Monocyte_without_RBC,0.5164,0.4301,0.0535,0.5164,Unclustered,True,60567
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0101_slide1_2.png,Clustered_cell,0.4511,0.0323,0.5166,0.5166,NonMonocyte,True,221589
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y005_cell_0080_slide1_5.png,Clustered_cell,0.4766,0.5166,0.0068,0.5166,Clustered,True,492829
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y005_cell_0240_slide1_6.png,Lymphocyte,0.5166,0.0052,0.4782,0.5166,Unclustered,True,65842
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0047_slide2_3.png,Clustered_cell,0.517,0.2676,0.2154,0.517,Unclustered,True,60922
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0024_slide2_7.png,Lymphocyte,0.517,0.0151,0.4678,0.517,Unclustered,True,58523
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y011_cell_0057_slide1_3.png,Clustered_cell,0.3102,0.5172,0.1725,0.5172,Clustered,True,494680
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0139_slide2_2.png,Clustered_cell,0.0095,0.4733,0.5172,0.5172,NonMonocyte,True,63575
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0135_slide2_1.png,Clustered_cell,0.4428,0.04,0.5172,0.5172,NonMonocyte,True,65585
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0082_slide1_6.png,Monocyte_without_RBC,0.5172,0.1006,0.3821,0.5172,Unclustered,True,67076
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0096_slide2_6.png,Clustered_cell,0.4664,0.5173,0.0163,0.5173,Clustered,True,63342
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0153_slide1_8.png,Clustered_cell,0.42,0.0626,0.5174,0.5174,NonMonocyte,True,479767
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0231_slide1_2.png,Clustered_cell,0.4694,0.5176,0.013,0.5176,Clustered,True,59965
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0114_slide1_6.png,Lymphocyte,0.5178,0.0019,0.4803,0.5178,Unclustered,True,61529
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0064_slide2_5.png,Clustered_cell,0.3067,0.1755,0.5178,0.5178,NonMonocyte,True,64990
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0010_slide1_4.png,Monocyte_without_RBC,0.518,0.0063,0.4757,0.518,Unclustered,True,64195
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0143_slide1_1.png,Clustered_cell,0.518,0.3965,0.0856,0.518,Unclustered,True,221844
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0066_slide1_6.png,Clustered_cell,0.1685,0.5183,0.3132,0.5183,Clustered,True,65009
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0251_slide1_5.png,Clustered_cell,0.0025,0.5184,0.4791,0.5184,Clustered,True,60047
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0239_slide1_6.png,Monocyte_without_RBC,0.5184,0.0129,0.4687,0.5184,Unclustered,True,220031
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0041_slide2_1.png,Lymphocyte,0.5185,0.0194,0.4621,0.5185,Unclustered,True,56927
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0224_slide1_6.png,Monocyte_without_RBC,0.5185,0.0118,0.4697,0.5185,Unclustered,True,219971
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0231_slide1_2.png,Monocyte_without_RBC,0.5186,0.4685,0.0129,0.5186,Unclustered,True,219997
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0067_slide1_8.png,Clustered_cell,0.5187,0.4724,0.009,0.5187,Unclustered,True,63111
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0158_slide1_2.png,Monocyte_without_RBC,0.5189,0.4771,0.004,0.5189,Unclustered,True,219705
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0106_slide1_8.png,Unusable,0.0577,0.5189,0.4234,0.5189,Clustered,True,221630
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0056_slide1_8.png,Unusable,0.4711,0.01,0.5189,0.5189,NonMonocyte,True,64894
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0003_slide3_6.png,Unusable,0.4155,0.0655,0.5191,0.5191,NonMonocyte,True,56226
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y012_cell_0028_slide1_1.png,Monocyte_without_RBC,0.5191,0.0298,0.4511,0.5191,Unclustered,True,494821
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0093_slide1_5.png,Clustered_cell,0.003,0.4778,0.5192,0.5192,NonMonocyte,True,59271
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0059_slide1_5.png,Clustered_cell,0.5193,0.3947,0.0859,0.5193,Unclustered,True,63020
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0118_slide2_1.png,Clustered_cell,0.5194,0.4699,0.0107,0.5194,Unclustered,True,61558
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0249_slide1_4.png,Unusable,0.0011,0.4795,0.5195,0.5195,NonMonocyte,True,220070
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0065_slide2_2.png,Monocyte_without_RBC,0.5196,0.4558,0.0246,0.5196,Unclustered,True,57238
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0169_slide1_6.png,Monocyte_without_RBC,0.451,0.0293,0.5197,0.5197,NonMonocyte,True,65700
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0040_slide2_7.png,Monocyte_without_RBC,0.4614,0.0187,0.52,0.52,NonMonocyte,True,220949
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0006_slide1_5.png,Monocyte_without_RBC,0.5204,0.3003,0.1793,0.5204,Unclustered,True,220394
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0014_slide2_8.png,Lymphocyte,0.2914,0.5204,0.1882,0.5204,Clustered,True,56480
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0135_slide2_2.png,Monocyte_without_RBC,0.4373,0.5204,0.0424,0.5204,Clustered,True,61678
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0140_slide1_5.png,Lymphocyte,0.5206,0.0055,0.4739,0.5206,Unclustered,True,61709
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0038_slide1_2.png,Clustered_cell,0.0061,0.5207,0.4731,0.5207,Clustered,True,56878
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0097_slide1_4.png,Monocyte_without_RBC,0.5207,0.0053,0.474,0.5207,Unclustered,True,67209
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0218_slide1_2.png,Monocyte_without_RBC,0.5207,0.0543,0.425,0.5207,Unclustered,True,59913
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0025_slide2_6.png,Monocyte_without_RBC,0.4725,0.0067,0.5208,0.5208,NonMonocyte,True,64454
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0004_slide2_6.png,Monocyte_without_RBC,0.1453,0.3337,0.521,0.521,NonMonocyte,True,56242
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0124_slide1_4.png,Monocyte_without_RBC,0.521,0.4656,0.0135,0.521,Unclustered,True,221741
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0045_slide1_1.png,Clustered_cell,0.0409,0.5212,0.438,0.5212,Clustered,True,221006
